T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20040212, 342.73457931170293,-6,-7, 5, 4, 206.13502111228644, 4,-6, 12, 11, 300.06223228248183,-7, 5, 3, 3, 21.576108930601137, 5, 4,-6, 5, 12.416674616877616, 5, 12, 3, 5, 285.593395028949,-7, 2,-6, 11, 341.57928236657733,-6,-7, 2,-7,-142.62118354338145, 1, 4,-7, 12,-72.94018731486196, 3, 11, 3, 4, 201.57610893060115, 4,-6,-6, 11
20040216, 345.72895016093184,-6,-7,-6, 12, 263.03001686593706,-6, 4,-7, 1, 304.103574156886,-7, 5, 4,-7, 21.3642932956548, 5, 4,-6, 1, 14.97242170778435, 5, 4, 4,-7, 292.0567039113275,-7, 2, 4,-7, 346.2516094654246,-6,-7,-6, 2,-142.1579403719197, 1, 4,-7,-7,-72.78534909327401, 3, 11, 3, 3, 201.3642932956548, 4,-6,-6, 2
20040219, 347.9730111071919,-6, 3, 3, 11, 305.5975737715651,-7, 5, 2, 2, 307.13025164543836,-7, 11, 11,-6, 21.205431569449935, 5, 4,-6, 4, 16.891478510809073, 5, 4, 2, 3, 297.05748737435727,-7, 5,-6, 4, 349.73091165377787,-6, 3, 4, 1,-141.7948540086903, 1, 4,-6, 11,-72.68725829265102, 3, 11, 3, 3, 201.20543156944993, 4,-6,-6, 1
20040223, 350.9622600875292,-6, 3, 4,-7, 358.3917801715361,-6, 3,-7, 3, 311.15969821115937,-7, 11,-7, 12, 20.993615934516527, 5, 4,-6, 4, 19.4525553108353, 5, 4, 11, 4, 303.9412405652638,-7, 5, 4,-6, 354.3335581251664,-6, 3, 11, 11,-141.29427311208374, 1, 4,-6, 1,-72.58129481371627, 3, 11, 3, 3, 200.99361593451653, 4,-6,-6, 4
20040226, 353.2017675495319,-6, 3, 2, 4, 34.720919609326636, 4, 1,-7, 11, 314.17696941178815,-7, 11, 3,-7, 20.834754208321023, 5, 4,-6, 3, 21.374703258945, 5, 4,-6, 2, 309.2735370870044,-7, 11,-6, 3, 357.7558584962163,-6, 3,-6, 11,-140.9096372477251, 1, 4,-6, 12,-72.52085432911753, 3, 11,-7,-6, 200.83475420832102, 4,-6,-6, 12
20040301, 355.61973202907177,-6, 3, 11, 4, 73.18643326751989, 3, 11, 3, 4, 317.433296517763,-7, 11, 4, 12, 20.663051159260277, 5, 4,-6, 3, 23.45314654479337, 5, 4,-7, 11, 315.20427455320316,-7, 11, 12, 3, 1.4236204359369127, 5, 12, 4, 2,-140.4882493341871, 1, 4,-6,-7,-72.47417909439486, 3, 11,-7,-6, 200.66305115926028, 4,-6,-6, 3
20040304, 357.85436362813533,-6, 3,-6, 11, 110.40521598498103, 2, 3, 4, 11, 320.44145949388565,-7,-6,-6,-7, 20.504189433073414, 5, 4,-6,-7, 25.37671837671774, 5, 4, 3,-6, 320.84222246855876,-7,-6,-6, 12, 4.785879224581613, 5, 12, 5, 5,-140.09586697806986, 1, 4, 11, 5,-72.4484245691308, 3, 11,-7,-6, 200.5041894330734, 4,-6,-6,-7
20040308, 0.8300691611142632, 5, 12, 4, 4, 164.11256507263374, 3, 2,-6,-6, 324.44519567580863, 7,-6, 3, 4, 20.292373798164522, 5, 4,-6,-6, 27.941910472175998, 5, 1, 2, 7, 328.5541261652982, 7,-6, 4, 3, 9.217923982020434, 5, 12,-6, 11,-139.57348508638222, 1, 4, 11, 4, 72.44030530824699, 3, 11, 7,-6, 200.29237379816453, 4,-6,-6, 7
20040311, 3.059052756827821, 5, 12, 1, 2, 206.32052162588448, 4,-6, 12,-6, 327.44249159509593, 7,-6, 4, 11, 20.1335120719873, 5, 4,-6,-6, 29.865845396440793, 5, 1, 11, 7, 334.43059748760044,-6, 7, 7, 4, 12.500214381493894, 5, 12, 3, 11,-139.1856021888316, 1, 4, 11, 3, 72.45390987855342, 3, 11, 7,-6, 200.1335120719873, 4,-6,-6,-6
20040315, 6.0275688944526316, 5, 12, 11,-6, 262.81585795001956,-6, 4, 7, 4, 331.431362153381,-6,-6, 11, 11, 19.921696437090997, 5, 4, 11, 2, 32.430776253628736, 4, 1,-6, 1, 342.23544702509525,-6, 7, 5, 11, 16.81514200403469, 5, 4, 2, 7,-138.67838277500158, 1, 4, 11, 7, 72.49822323274601, 3, 11, 7,-6, 199.921696437091, 4, 11, 5, 1
20040318, 8.251675244751222, 5, 12,-6, 3, 304.3778816837923, 7, 5, 4, 7, 334.4172689587223,-6, 7, 7, 4, 19.76283471092421, 5, 4, 11, 1, 34.354012456590326, 4, 1, 7, 2, 347.89471408194106,-6, 3, 3, 11, 20.000774866834686, 5, 4, 11, 5,-138.3085689314492, 1, 4, 11, 11, 72.55095091635259, 3, 11, 7,-6, 199.7628347109242, 4, 11, 5, 12
20040322, 11.214786404628963, 5, 12, 7,-6, 356.8702052557016,-6, 3,-6, 3, 338.3906966309643,-6, 7, 4, 4, 19.551019076040777, 5, 4, 11, 4, 36.91741866726227, 4, 1, 3, 7, 354.83905147570835,-6, 3, 11, 7, 24.173426468564262, 5, 4, 3, 3,-137.83399432400907, 1, 4, 5, 12, 72.64693594447539, 3, 11, 3, 3, 199.55101907604077, 4, 11, 5, 7
20040325, 13.435964688216675, 5, 4, 4, 4, 33.53386175564077, 4, 1, 7, 3, 341.3648709385799,-6, 7, 2,-6, 19.39215734988335, 5, 4, 11, 12, 38.83911615394953, 4, 1, 4, 11, 359.3362777644105,-6, 3, 7, 5, 27.240986458809218, 5, 1, 1, 4,-137.49474805220183, 1, 4, 5, 11, 72.73790932797533, 3, 11, 3, 3, 199.39215734988335, 4, 11, 5,-6
20040329, 16.39714744175033, 5, 4, 2, 11, 81.02335481954417, 3,-6,-6, 4, 345.3225173949485,-6, 7,-6, 7, 19.1803417150129, 5, 4, 11, 3, 41.400012043133394, 4, 2, 5, 7, 4.043978208154488, 5, 12, 2,-6, 31.23877508632518, 4, 1,-6,-6,-137.06846483305023, 1, 4, 2, 12, 72.8840281194035, 3, 11, 3, 12, 199.1803417150129, 4, 11, 2, 1
20040401, 18.618706951062034, 5, 4, 11,-6, 118.3004098501963, 2, 3, 7, 3, 348.28479479220306,-6, 3, 3, 7, 19.021479988864826, 5, 4, 11, 3, 43.31952653859446, 4, 2, 11, 4, 6.440677321507727, 5, 12, 11, 3, 34.16028072066526, 4, 1, 7, 1,-136.7706427287229, 1, 4, 2, 7, 73.01184510809139, 3, 11, 3, 4, 199.02147998886483, 4, 11, 2, 4
20040405, 21.583375676021493, 5, 4,-6, 5, 172.89778766950155, 3, 2, 1,-6, 352.2265589759659,-6, 3, 2, 2, 18.809664354007648, 5, 4, 11, 7, 45.877171854918984, 4, 2, 7, 7, 7.99830305460986, 5, 12,-6, 7, 37.94027828493351, 4, 1, 4, 4,-136.4058223314466, 1, 4, 2, 11, 73.20593544693499, 3, 11, 3, 4, 198.80966435400765, 4, 11, 2, 3
20040408, 23.810176351375215, 5, 4, 7,-6, 216.43176400601152, 5, 7,-3, 5, 355.1769513132708,-6,-3, 11,-3, 18.65080262786956, 5, 4, 11,-6, 47.79403225787845, 4, 2,-3,-3,-7.9508858571851375, 5, 12,-6, 7, 40.678596341526436, 4, 2, 2,-3,-136.15825940445916, 1, 4, 1, 4, 73.36878007691521,-3, 11,-3, 2, 198.65080262786955, 4, 11, 2, 7
20040412, 26.785952007504232, 5, 1, 1, 5, 273.6833668073957, 7, 1, 7, 12, 359.10296400231266,-6,-3, 7, 2, 18.43898699302531, 5, 4, 11,-6, 50.34790412505675, 4, 2, 12,-3,-6.479614323961537, 5, 12, 11,-3, 44.18346465891779, 4, 2,-6, 7,-135.8652308015061, 1, 4, 1,-6, 73.60819660096746,-3, 11,-3, 5, 198.4389869930253, 4, 11, 2,-6
20040415, 29.024621961501108, 5, 1, 5, 4, 314.39751336933125, 7, 11,-3, 7, 2.041654031742194, 5, 12, 4,-6, 18.280125266896626, 5, 4, 11, 11, 52.26179283993253, 4, 2, 4,-3,-4.621644021722661, 5, 12, 2, 4, 46.68873500620612, 4, 2, 7, 4,-135.67456860272347, 1, 4, 1, 5, 73.80393909375795,-3, 11,-3, 11, 198.28012526689662, 4, 11, 2, 11
20040419, 32.02165141503214, 4, 1,-6, 12, 5.436528325559606, 5, 12, 5, 4, 5.952269113029343, 5, 12, 11,-6, 18.06830963206491, 5, 4, 5, 2, 54.81156117347161, 4, 5, 11, 7,-1.7672143642681846, 5, 12, 4, 11, 49.841197263040264, 4, 2, 12, 4,-135.46072067483468, 1, 4, 4, 12, 74.08567802711707,-3, 11,-3,-6, 198.0683096320649, 4, 11, 1, 4
20040422, 34.28085447256224, 4, 1, 7, 2, 41.69008026654758, 4, 2, 5, 4, 8.879602853323703, 5, 12,-6, 2, 17.90944790594627, 5, 4, 5, 4, 56.722296792539794, 4, 5,-6,-3,-359.8014709460299,-6,-3, 7,-6, 52.046106446978484, 4, 2, 4, 7,-135.33142496595318, 1, 4, 4,-3, 74.31196142222475,-3, 11,-3, 7, 197.90944790594628, 4, 11, 1,-3
20040426, 37.31221443747425, 4, 1, 12, 5, 89.14046300953194,-3,-6, 1, 7, 12.775385823077174, 5, 12,-3, 11, 17.697632271127535, 5, 4, 5, 7, 59.267802558291095, 4, 5, 7, 2,-357.9459545143161,-6,-3, 7, 7, 54.74196746656234, 4, 5, 11, 7,-135.2013363624798, 1, 4, 4,-3, 74.63276653104653,-3, 11, 12, 1, 197.69763227112753, 4, 11, 1,-6
20040429, 39.602995850407275, 4, 1, 4,-3, 126.3040633175834, 1, 12, 11, 7, 15.691863035354324, 5, 4, 1, 11, 17.53877054501887, 5, 4, 5,-6, 61.175324480476554,-3, 5,-3, 11,-357.33363568552306,-6,-3,-6, 1, 56.55620782350048, 4, 5,-6, 7,-135.13586252355776, 1, 4, 4,-3, 74.88707891790992,-3, 11, 12,-6, 197.53877054501888, 4, 11, 1, 5
20040503, 42.68522258737868, 4, 2, 11, 7, 181.08915182883283, 4, 5, 3, 11, 19.573577230311393, 5, 4, 11, 4, 17.326954910213068, 5, 4, 2, 1, 63.71656030665136, 3, 5, 4, 11, 357.6452722260455,-6, 3,-6, 11, 58.65721843324624, 4, 5, 7, 4,-135.09159464781055, 1, 4, 4, 7, 75.24352826041383, 3, 11, 4, 4, 197.32695491021306, 4, 11, 4, 12
20040506, 45.02146651778721, 4, 2, 6, 4, 225.636322755877, 5, 7, 6, 3, 22.479840374536426, 5, 4, 7, 3, 17.16809318411348, 5, 4, 2, 4, 65.62091496857929, 3, 5, 2, 2, 358.6921509199398, 6, 3, 7, 4, 59.96318832295921, 4, 5, 7, 6, 135.0906492823807, 1, 4, 4, 7, 75.52326083464584, 3, 11, 4, 4, 197.16809318411347, 4, 11, 4, 3
20040510, 48.175259640237385, 4, 2, 3, 4, 284.10511350610545, 7, 2, 6, 6, 26.348431410495476, 5, 4, 12, 6, 16.956277549320944, 5, 4, 2, 3, 68.15800772759157, 3, 11, 11, 4, 1.0636398486201095, 5, 12, 4, 4, 61.29496437121327, 3, 5, 3, 11, 135.1321334765488, 1, 4, 4, 3, 75.91183518431562, 3, 11, 4, 5, 196.95627754932093, 4, 11, 4, 7
20040513, 50.57429707394277, 4, 2, 4, 4, 324.5203250342754, 7, 6, 3, 4, 29.245253423751144, 5, 1, 11, 11, 16.79741582323105, 5, 4, 2, 7, 70.05933619138445, 3, 11, 6, 2, 3.491526121493008, 5, 12, 1, 3, 61.95147775654836, 3, 5, 12, 4, 135.19498268731928, 1, 4, 4, 3, 76.2143271295484, 3, 11, 4, 11, 196.79741582323106, 4, 11, 4, 7
20040517, 53.82545127674748, 4, 5, 5, 3, 14.428052800716793, 5, 4, 4, 11, 33.1018322714851, 4, 1, 7, 7, 16.585600188451387, 5, 4, 2, 6, 72.59253124835166, 3, 11, 3, 3, 7.486924756232377, 5, 12, 11, 5, 62.32120311883342, 3, 5, 12, 11, 135.32044103572957, 1, 4, 4, 3, 76.63146174345437, 3, 11, 4, 6, 196.5856001884514, 4, 11, 4, 6
20040520, 56.30885919170798,-4, 5, 6, 6, 50.26275083781774,-4, 2, 12, 7, 35.990103470293754,-4, 1, 3, 2, 16.42673846237153, 5,-4, 2, 11, 74.49105794354648, 3, 11, 12,-4, 10.994604356257177, 5, 12, 7, 11,-62.19182479580595, 3, 5, 12, 5, 135.44522520388614, 1,-4,-4, 12, 76.95403337509252, 3, 11,-4, 7, 196.42673846237153,-4, 11,-4, 6
20040524, 59.68947571291153,-4, 5, 7, 11, 97.7501304840504, 2, 7, 12, 11, 39.835928542182145,-4, 1,-4, 3, 16.2149228276048, 5,-4, 1,-4, 77.02070482956897, 3, 11,-4, 3, 16.29366693342424, 5,-4, 2, 2,-61.45589452834966, 3, 5, 3, 6, 135.65157938594896, 1,-4, 1, 5, 77.39615517825962, 3, 11,-4, 12, 196.2149228276048,-4, 11,-4, 11
20040527, 62.28410069287243, 3, 5, 12, 11, 134.82394446646327, 1,-4,-4, 7, 42.71664290559977,-4, 2, 11, 7, 16.056061101534297, 5,-4, 1, 3, 78.91672728636497, 3, 11, 2, 12, 20.709986986139043, 5,-4, 6, 3,-60.48821441513786, 3, 5, 3,-4, 135.83560647844433, 1,-4, 1, 6, 77.73613096990323, 3, 11, 1, 6, 196.05606110153428,-4, 11,-4, 11
20040531, 65.83410640568144, 3, 5, 2, 11, 189.25043383491158,-4, 11, 6, 3, 46.553101463494755,-4, 2, 7,-4, 15.844245466780208, 5,-4, 1, 6, 81.44326660105638, 3, 6, 6, 5, 27.16928902449816, 5, 1, 1, 3,-58.69812594384666,-4, 5, 7,-4, 136.1188454337364, 1,-4, 1,-4, 78.19968334818988, 3, 11, 2, 2, 195.8442454667802,-4, 11,-4, 2
20040603, 68.57331195556011, 3, 11, 11, 5, 234.14586813866245, 5, 3, 11, 11, 49.42734250589956,-4, 2, 3, 7, 15.685383740719743, 5,-4, 1, 11, 83.33714604229128, 3, 6, 7, 11, 32.435973447182896,-4, 1, 6, 1,-57.0538483019054,-4, 5, 6,-4, 136.35884656117057, 1,-4, 2, 5, 78.55440647708544, 3, 11, 2, 6, 195.68538374071974,-4, 11,-4, 1
20040607, 72.34223501144278, 3, 11, 7, 6, 293.71370727504336, 7, 5, 5, 7, 53.25593163716508,-4, 2, 1,-4, 15.473568105978583, 5,-4,-4, 12, 85.86109742501814, 3, 6, 12,-4, 40.00637045802948,-4, 2, 2, 2,-54.61790098740981,-4, 5, 11, 6, 136.7143379724338, 1,-4, 2, 7, 79.03586381426969, 3, 11, 2,-4, 195.4735681059786,-4, 11,-4,-4
20040610, 75.26727502599661, 3, 11,-4,-4, 334.2630824832603, 6, 7, 7,-4, 56.12485803249268,-4, 5, 6, 6, 15.314706379927479, 5,-4,-4, 3, 87.7532501071353, 3, 6,-4, 6, 46.06557370275714,-4, 2, 7, 3,-52.74135683295567,-4, 2, 1, 2, 137.00667832860412, 1,-4, 2, 3, 79.40270377518874, 3, 11, 5, 6, 195.3147063799275,-4, 11,-4,-4
20040614, 79.31602113992265, 3, 11, 5, 11, 23.544272630832648, 5,-4, 7, 11, 59.94716537941162,-4, 5, 7, 6, 15.102890745199872, 5,-4,-4, 7, 90.27520114270183, 2, 6, 2, 12, 54.55209151507938,-4, 5, 11, 6,-50.37707184837597,-4, 2, 12, 3, 137.429419595767, 1,-4, 5, 11, 79.89857771214788, 3, 11, 5, 1, 195.1028907451999,-4, 11, 12, 7
20040617, 82.47720734460808, 3, 6, 7, 12, 59.098130232656345,-4, 5, 7, 1, 62.81199645410567, 3, 5,-4,-4, 14.94402901915846, 5,-4,-4, 7, 92.16609035299629, 2, 6, 11, 7, 61.10473341103253, 3, 5, 3, 11,-48.83200346026106,-4, 2, 3, 5, 137.77026448784483, 1,-4, 5, 3, 80.27493240939542, 3, 6, 6, 7, 194.94402901915845,-4, 11, 12, 6
20040621, 86.8791126823539, 3, 6,-4,-4, 106.82926895085518, 2, 3, 3, 3, 66.62968082611859, 3, 5, 2, 1, 14.73221338444344, 5,-4,-4, 6, 94.68668629761095, 2, 7, 7, 2, 69.86772240141141, 3, 11, 6, 1,-47.21476125484359,-4, 2, 7, 11, 138.25507583108495, 1,-4, 11, 11, 80.78177160094364, 3, 6, 6, 12, 194.73221338444344,-4, 11, 12, 5
20040624, 90.33593581672199, 2, 6, 2,-4, 144.03449063613263, 1,-4, 3, 3, 69.49168199874453, 3, 11, 6, 12, 14.573351658411731, 5,-4,-4, 6, 96.5768149283902, 2, 7, 3, 11, 76.30890423614531, 3, 11,-4, 11,-46.39198675840465,-4, 2, 7, 12, 138.64051549204615, 1,-4, 11, 6, 81.16506517126044, 3, 6, 6,-4, 194.57335165841172,-4, 11, 12,-4
20040628, 95.17541842548914, 2, 7, 7, 6, 197.96656427507733,-4, 11, 1, 12, 73.30645394798515, 3, 11, 3, 1, 14.361536023709355, 5,-4,-4, 11, 99.09674915745151, 2, 7,-4, 11, 84.55718194241223, 3, 6, 3,-4,-45.850173417871794,-4, 2, 7, 7, 139.18218168527397, 1,-4, 11, 3, 81.67945010816564, 3, 6, 6, 11, 194.36153602370936,-4, 11, 3, 7
20040701, 98.9938173482157, 2, 7, 4, 11, 242.51250121787487, 6, 12, 4, 7, 76.166922160261, 3, 11, 4, 11, 14.202674297687679, 5, 4, 4, 11, 100.98665278819333, 2, 7, 1, 4, 90.42374507356597, 2, 6, 2, 4, 45.857299713927496, 4, 2, 7, 7, 139.60832052648013, 1, 4, 11, 4, 82.06712757673697, 3, 6, 7, 7, 194.20267429768768, 4, 11, 3, 7
20040705, 104.35930224113433, 2, 7, 11, 4, 302.5009893738625, 7, 5, 12, 7, 79.98052456184473, 3, 11, 5, 2, 13.990858662998232, 5, 4, 4, 2, 103.50665787991795, 2, 7, 11, 7, 97.7786805517918, 2, 7, 12, 6, 46.38801324124273, 4, 2, 7, 12, 140.20168936726736, 1, 4, 6, 6, 82.58566185225558, 3, 6, 7, 4, 193.99085866299822, 4, 11, 3, 6
20040708, 108.60281740770769, 2, 3, 12, 4, 343.34880831448305, 6, 7, 11, 6, 82.84077371987586, 3, 6, 7, 4, 13.831996936986538, 5, 4, 4, 2, 105.3968983071673, 2, 7, 6, 7, 102.9365348787727, 2, 7, 11, 11, 47.14649703230114, 4, 2, 7, 5, 140.66470591386866, 1, 4, 6, 3, 82.97518159494987, 3, 6, 7, 1, 193.83199693698654, 4, 11, 3, 11
20040712, 114.5686381281283, 2, 3, 11, 6, 32.47145518262756, 4, 1, 6, 1, 86.6549623683585, 3, 6, 4, 4, 13.620181302310023, 5, 4, 4, 4, 107.91773768698368, 2, 3, 3, 11, 109.3335165654695, 2, 3, 4, 4, 48.5879541624797, 4, 2, 3, 2, 141.30475168126674, 1, 4, 6, 1, 83.49448084226506, 3, 6, 7, 11, 193.62018130231002, 4, 11, 3, 11
20040715, 119.27910102984526, 2, 3, 7, 5, 67.93483943907191, 3, 11, 11, 12, 89.51630879493158, 3, 6, 2, 2, 13.461319576307396, 5, 4, 4, 4, 109.80889684944728, 2, 3, 4, 1, 113.76688636863364, 2, 3, 5, 3, 49.95699278735672, 4, 2, 12, 5, 141.80093517991324, 1, 4, 6, 11, 83.8833057286285, 3, 6, 7, 6, 193.4613195763074, 4, 11, 3, 2
20040719, 125.87127762674875, 1, 12, 11, 6, 116.14387261124324, 2, 3, 6, 6, 93.33283301053667, 2, 6, 11, 5, 13.249503941644093, 5, 12, 3, 7, 112.33135692994216, 2, 3, 2, 5, 119.17435791213623, 2, 3, 7, 2, 52.11836370033171, 4, 2, 4, 7, 142.48279465164165, 1, 4, 7, 3, 84.3999853472839, 3, 6, 3, 4, 193.2495039416441, 4, 11, 3, 1
20040722, 131.03722893317914, 1, 12, 7, 11, 153.8228873131594, 3, 1, 7, 4, 96.19658089921555, 2, 7, 3, 1, 13.090642215651169, 5, 12, 3, 7, 114.22403118324145, 2, 3, 11, 11, 122.8284393321255, 1, 12, 4, 3, 53.961700141468384, 4, 5, 5, 4, 143.00856365215728, 1, 4, 7, 1, 84.78557337565229, 3, 6, 3, 2, 193.09064221565117, 4, 11, 3, 4
20040726, 138.18666702190066, 1, 4, 11, 11, 207.56316594098138, 4, 6, 4, 11, 100.01716412882965, 2, 7, 4, 3, 12.878826581000851, 5, 12, 3, 6, 116.7489139435566, 2, 3, 6, 3, 127.10856650770486, 1, 12, 11, 4, 56.67732489134642, 4, 5, 6, 3, 143.72755119172803, 1, 4, 7, 6, 85.29623610588155, 3, 6, 3, 6, 192.87882658100085, 4, 11, 3, 12
20040729, 143.70925194378168, 1, 4, 7, 11, 251.33998256731095, 6, 12, 7, 6, 102.88459098953236, 2, 7, 5, 2, 12.719964855017903, 5, 12, 3, 11, 118.6437086463202, 2, 3, 7, 12, 129.81824433479053, 1, 12, 7, 3, 58.88448132718527, 4, 5, 7, 4, 144.2794585507229, 1, 4, 3, 12, 85.67603131687304, 3, 6, 3, 7, 192.7199648550179, 4, 11, 3, 3
20040802, 151.21772225010136, 3, 1, 11, 5, 310.78537574938326, 7, 11, 7, 3, 106.71091139245871, 2, 3, 3, 3, 12.508149220380513, 5, 12, 3, 11, 121.17182460472844, 1, 12, 4, 1, 132.65123208107656, 1, 12, 3, 11, 62.02551320713437, 3, 5, 12, 4, 145.0310656150244, 1, 4, 3, 5, 86.17725571311009, 3, 6, 12, 11, 192.50814922038052, 4, 11, 7, 6
20040805, 156.90203916965288, 3, 1, 3, 7, 351.76027077124303, 6, 3, 1, 11, 109.58325348499652, 2, 3, 4, 4, 12.349287494406983, 5, 12, 3, 2, 123.06934898481407, 1, 12, 1, 2, 134.09367788858987, 1, 4, 4, 5, 64.51285721220871, 3, 5, 4, 3, 145.6057935110089, 1, 4, 3, 7, 86.54868018134461, 3, 6, 12, 3, 192.34928749440698, 4, 11, 7, 6
20040809, 164.46367397623982, 3, 2, 6, 3, 40.99384941496278, 4, 2, 2, 4, 113.41692450730726, 2, 3, 5, 11, 12.137471859782181, 5, 12, 3, 1, 125.6015105278, 1, 12, 11, 11, 134.94488773685563, 1, 4, 4, 7, 67.9833044990393, 3, 11, 11, 4, 146.3856768291795, 1, 4, 12, 6, 87.03701107998421, 3, 6, 4, 1, 192.13747185978218, 4, 11, 7, 11
20040812, 170.06266845819894,-3, 2, 12, 11, 76.52054567377323,-3, 11, 4, 6, 116.29536227476387, 2,-3, 6, 6, 11.978610133818627, 5, 12,-3, 4, 127.50237280500102, 1, 12, 11, 5,-134.6771648095128, 1, 4, 4, 6, 70.68911865840454,-3, 11, 7, 7, 146.9800246010779, 1, 1, 1, 6, 87.39745883575202,-3, 6, 4, 11, 191.97861013381862, 4, 11, 7, 11
20040816, 177.3539528112791,-3, 5, 6, 1, 125.34997685602309, 1, 12, 5, 4, 120.13791324284438, 1, 12, 12, 4, 11.766794499206753, 5, 12,-3, 12, 130.03938784660656, 1, 12, 7, 12,-133.05053350115423, 1, 12,-3, 7, 74.41844846245613,-3, 11,-3, 7, 147.78398631378084, 1, 1, 2, 6, 87.86940100605713,-3, 6, 4, 6, 191.76679449920675, 4, 11, 7, 2
20040819, 182.64877085449865, 4, 5, 12,-3, 163.84465354679037,-3, 2, 11, 5, 123.02355678018151, 1, 12, 1, 1, 11.60793277325324, 5, 12,-3,-3, 131.94419059626227, 1, 12,-3, 4,-130.97546576003305, 1, 12, 7, 11, 77.29743310073789,-3, 11, 4,-3, 148.39485327434278, 1, 1, 2, 1, 88.21623482677022,-3, 6, 4, 7, 191.60793277325325, 4, 11, 7, 1
20040823, 189.43132232256957, 4, 11, 6,-3, 217.99753245407297, 5, 7, 12, 7, 126.8764135797334, 1, 12, 11, 4, 11.396117138654297, 5, 12, 7, 6, 134.48685655248994, 1, 4, 4, 6,-127.53546944441828, 1, 12, 11, 5, 81.23379550549254,-3, 6, 6, 1, 149.21881552547123, 1, 1, 5, 2, 88.66825113343239,-3, 6, 4, 12, 191.3961171386543, 4, 11, 7, 4
20040826, 194.2913348682485, 4, 11,-3, 7, 260.9991792008347, 6, 4, 6, 4, 129.7702882037173, 1, 12, 7,-3, 11.23725541270985, 5, 12, 7, 6, 136.3961923026514, 1, 4, 2, 11,-124.9897526233222, 1, 12, 5, 6, 84.25253751591933,-3, 6,-3, 12, 149.8431803654724, 1, 1, 11, 7, 88.99880326470131,-3, 6, 1, 11, 191.23725541270986, 4, 11, 7, 4
20040830, 200.45692456555028, 4, 6, 6, 7, 319.06893246951523, 7, 11, 2, 4, 133.63475415659553, 1, 4, 4, 4, 11.025439778124177, 5, 12, 7, 11, 138.94529037655525, 1, 4, 11, 7,-122.54421428503589, 1, 12, 4, 7, 88.35750078582292,-3, 6, 4,-3, 150.68315620449977,-3, 1, 11, 4, 89.42731884839796,-3, 6, 1, 4, 191.02543977812417, 4, 11, 7,-3
20040902, 204.84609486021066, 4, 6,-3, 5, 359.7408285552698, 6,-3, 7, 6, 136.53778618061898, 1, 4, 2, 11, 10.866578052189428, 5, 12, 7, 11, 140.85973743981017, 1, 4, 6,-3,-121.91632191356058, 1, 12, 4, 6, 91.49108111415106, 2, 6, 11, 11, 151.31805418556988,-3, 1, 6, 6, 89.73889685888152,-3, 6, 2, 11, 190.86657805218942, 4, 11, 7,-3
20040906, 210.39574556889352, 5, 6, 2, 4, 49.0841106214025, 4, 2, 3, 11, 140.41502328534276, 1, 4, 6, 7, 10.654762417616343, 5, 12, 7, 2, 143.41602722465913, 1, 4, 7, 11, 123.04554550461339, 1, 12, 1, 2, 95.73577520273722, 2, 7, 3, 12, 152.17011615284406, 3, 1, 6, 4, 90.1403110436531, 2, 6, 2, 3, 190.65476241761635, 4, 11, 7, 7
20040909, 214.3428761201463, 5, 7, 7, 4, 84.71900738249762, 3, 6, 3, 2, 143.32802614572682, 1, 4, 7, 5, 10.495900691691574, 5, 12, 7, 1, 145.33614577430444, 1, 4, 3, 11, 125.36125048090803, 1, 12, 5, 4, 98.96531759946322, 2, 7, 4, 11, 152.81261497245526, 3, 1, 6, 11, 90.43021017339204, 2, 6, 2, 4, 190.4959006916916, 4, 11, 7, 7
20040913, 219.34009809498602, 5, 7, 4, 6, 134.1176264133837, 1, 4, 4, 5, 147.21903690774042, 1, 1, 1, 12, 10.2840850571321, 5, 12, 7, 4, 147.90036019299114, 1, 1, 2, 7, 130.12367880286135, 1, 12, 7, 4, 103.3276685640392, 2, 7, 11, 6, 153.67286238200896, 3, 1, 7, 12, 90.80091801472284, 2, 6, 5, 6, 190.2840850571321, 4, 11, 6, 11
20040916, 222.90453177098905, 5, 7, 11, 11, 173.6275793516216, 3, 5, 5, 7, 150.1426978344578, 3, 1, 11, 3, 10.125223331216691, 5, 12, 7, 4, 149.82668860105017, 1, 1, 11, 7, 134.64624642064504, 1, 4, 4, 6, 106.63858900877877, 2, 7, 6, 11, 154.3200373682682, 3, 1, 7, 2, 91.06644152270972, 2, 6, 5, 12, 190.1252233312167, 4, 11, 6, 5
20040920, 227.43592835147294, 5, 3, 3, 1, 228.90170508216636, 5, 3, 12, 11, 154.04830797541962, 3, 1, 7, 4, 9.913407696669463, 5, 12, 7, 3, 152.39952921007227, 3, 1, 6, 1, 141.4597763302257, 1, 4, 6, 2, 111.10134745641619, 2, 3, 4, 7, 155.1845630534464, 3, 1, 3, 3, 91.40286708393846, 2, 6, 11, 11, 189.91340769666945, 4, 11, 6, 1
