T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20040923, 230.68421052177086, 5, 3, 4, 6, 271.48424074138825, 7, 1, 6, 7, 156.98317544832102, 3, 1, 3, 7, 9.754545970763804, 5, 12, 7, 3, 154.33258067182706, 3, 1, 7, 2, 146.87442292170704, 1, 1, 1, 11, 114.48210708140579, 2, 3, 11, 6, 155.83347219634, 3, 1, 3, 1, 91.6413562059634, 2, 6, 11, 6, 189.75454597076381, 4, 11, 6, 4
20040927, 234.836642949264, 5, 3, 11, 7, 327.80871877699485, 7, 6, 4, 6, 160.90401784719376, 3, 2, 2, 4, 9.542730336229845, 5, 12, 7, 7, 156.9147133666117, 3, 1, 3, 7, 154.20738113423698, 3, 1, 7, 1, 119.031444219749, 2, 3, 7, 1, 156.6983293261599, 3, 1, 3, 6, 91.93999974182427, 2, 6, 11, 7, 189.54273033622985, 4, 11, 6, 4
20040930, 237.83082013889074, 5, 3, 6, 11, 7.698099737803729, 5, 12, 6, 6, 163.85049012522217, 3, 2, 11, 5, 9.383868610333884, 5, 12, 7, 7, 158.85497284179672, 3, 1, 4, 11, 159.67277146591312, 3, 1, 4, 3, 122.47266196050558, 1, 12, 4, 7, 157.34598856468756, 3, 1, 12, 11, 92.14887488924711, 2, 6, 11, 7, 189.38386861033388, 4, 11, 6, 3
20041004, 241.68147935999153, 6, 12, 4, 11, 56.93537749600041, 4, 5, 6, 12, 167.78699040347053, 3, 2, 3, 3, 9.1720529758128, 5, 12, 6, 11, 161.44702400628958, 3, 2, 5, 7, 166.82289561089033, 3, 2, 7, 1, 127.09717244966875, 1, 12, 11, 4, 158.2071580611326, 3, 1, 4, 1, 92.40637605537225, 2, 6, 11, 3, 189.1720529758128, 4, 11, 6, 7
20041007, 244.47485476479926, 6, 12, 2, 12, 92.61600050258286, 2, 6, 11, 12, 170.74530545594325, 3, 2, 4, 4, 9.013191249926873, 5, 12, 6, 5, 163.39494551042486, 3, 2, 11, 4, 172.05733349337305, 3, 2, 4, 7, 130.59099692798725, 1, 12, 7, 2, 158.85051721490674, 3, 1, 4, 11, 92.5831907588755, 2, 6, 11, 12, 189.01319124992688, 4, 11, 6, 7
20041011, 248.08855094732573, 6, 12, 6, 3, 142.2981302086113, 1, 4, 7, 3, 174.69766966913767, 3, 5, 11, 7, 8.801375615418774, 5, 12, 6, 1, 165.99749865635067, 3, 2, 7, 7, 178.8570209448732, 3, 5, 7, 4, 135.28099691153955, 1, 4, 4, 3, 159.70387629546255, 3, 1, 4, 3, 92.79640966187857, 2, 6, 11, 4, 188.80137561541878, 4, 11, 6, 6
20041014, 250.72515652413045, 6, 12, 7, 5, 182.72703894409184, 4, 5, 4, 4, 177.6678968709962, 3, 5, 6, 11, 8.642513889542148, 5, 12, 6, 4, 167.95350293615536, 3, 2, 3, 3, 183.82652945862367, 4, 5, 4, 6, 138.8206678339415, 1, 4, 11, 7, 160.3397960510149, 3, 2, 2, 6, 92.93891841509625, 2, 6, 11, 4, 188.64251388954216, 4, 11, 11, 5
20041018, 254.15485435709314, 6, 4, 4, 11, 239.68304447178758, 5, 3, 7, 11, 181.63610180466196, 4, 5, 3, 7, 8.430698255046636, 5, 12, 6, 4, 170.5670958755773, 3, 2, 4, 4, 190.29172305292656, 4, 11, 6, 11, 143.56771028209272, 1, 4, 7, 11, 161.18108848421883, 3, 2, 5, 11, 93.1050356598732, 2, 6, 11, 2, 188.43069825504665, 4, 11, 11, 2
20041021, 256.6704119820194, 6, 4, 2, 6, 282.42369913820284, 7, 2, 11, 6, 184.61813577698015, 4, 5, 4, 3, 8.271836529180103, 5, 12, 6, 3, 172.53156849901143, 3, 2, 4, 3, 195.0298691283037, 4, 11, 12, 7, 147.14726018989813, 1, 1, 1, 3, 161.8063189201591, 3, 2, 5, 1, 93.21127615816735, 2, 6, 11, 2, 188.2718365291801, 4, 11, 11, 4
20041025, 259.95888881760953, 6, 4, 11, 2, 337.199230926564, 6, 7, 3, 7, 188.60192235988268, 4, 11, 11, 5, 8.06002089469752, 5, 12, 6, 7, 175.15669108676175, 3, 5, 11, 3, 201.21261603203004, 4, 6, 6, 1, 151.94381176912984, 3, 1, 6, 3, 162.63112771694793, 3, 2, 11, 7, 93.32791191699997, 2, 6, 11, 5, 188.06002089469752, 4, 11, 11, 4
20041028, 262.3821713869675, 6, 4, 7, 3, 16.01730699776665, 5, 4, 1, 3, 191.5954793392625, 4, 11, 7, 1, 7.9011591688409695, 5, 12, 6, 7, 177.1299809707946, 3, 5, 6, 4, 205.7547007288328, 4, 6, 3, 7, 155.55787219915177, 3, 1, 3, 4, 163.2422889819162, 3, 2, 11, 4, 93.3963011285974, 2, 7, 7, 7, 187.90115916884096, 4, 11, 11, 12
20041101, 265.5638361242552, 6, 4, 3, 6, 64.8697642178855, 3, 5, 4, 12, 195.59434967619478, 4, 11, 4, 1, 7.689343534371314, 5, 12, 6, 6, 179.7670734398291, 3, 5, 7, 6, 211.68668135256874, 5, 6, 11, 6, 160.39710992409405, 3, 2, 2, 6, 164.0460124589547, 3, 2, 6, 6, 93.46165154317438, 2, 7, 7, 7, 187.68934353437132, 4, 11, 11, 3
20041104, 267.9179729757293, 6, 1, 2, 7, 100.51632779178689, 2, 7, 1, 11, 198.59896677734386, 4, 11, 2, 7, 7.5304818085238345, 5, 12, 11, 5, 181.7494918263876, 4, 5, 3, 7, 216.037654699165, 5, 7, 3, 4, 164.04079439557879, 3, 2, 6, 6, 164.63957840875216, 3, 2, 6, 3, 93.49109352665401, 2, 7, 7, 7, 187.53048180852383, 4, 11, 11, 7
20041108, 271.02047851296004,-7, 1, 11, 2, 150.09837139566733, 1, 1, 11,-7, 202.61218526238997, 4, 6,-7, 4, 7.318666174067452, 5, 12, 11, 2, 184.39894371916913, 4, 5, 4,-7, 221.68622410366189, 5,-7, 2, 3, 168.91648921755856, 3, 2, 3, 11, 165.41741086320823, 3, 2, 6, 11,-93.50408040066583, 2,-7,-7,-7, 187.31866617406746, 4, 11, 11,-7
20041111, 273.32405306538215,-7, 1,-7,-7, 190.992992228231, 4, 11,-7, 3, 205.62722295463593, 4, 6, 3,-7, 7.159804448229611, 5, 12, 11, 4, 186.39076359200445, 4, 5, 2, 12, 225.77766317441203, 5,-7, 6, 4, 172.5853308339973, 3, 2, 4, 12, 165.98969672848835, 3, 2,-7,-7,-93.49408178260202, 2,-7,-7,-7, 187.1598044482296, 4, 11, 11, 6
20041115, 276.3696047006871,-7, 1, 3, 11, 249.69500570455926, 6, 12,-7, 3, 209.65382185032723, 4, 6, 2, 11, 6.947988813786154, 5, 12, 11, 4, 189.0529132637551, 4, 11, 6,-7, 230.95899014336226, 5, 3, 4,-7, 177.49179122393537, 3, 5, 6, 2, 166.7366153712739, 3, 2,-7, 4,-93.45450857151563, 2,-7,-7,-7, 186.94798881378614, 4, 11, 11, 11
20041118, 278.6375222087775,-7, 1, 4, 11, 293.1877518785885,-7, 2, 1, 12, 212.67846989950675, 5, 6, 11, 4, 6.789127087958413, 5, 12, 11, 12, 191.0543691761927, 4, 11,-7, 3, 234.54621818160473, 5, 3, 11, 6, 181.1817164288476, 4, 5, 3, 11, 167.28377087643372, 3, 2,-7, 11,-93.40529520764736, 2,-7,-7,-7, 186.7891270879584, 4, 11, 11, 11
20041122, 281.64389314226736,-7, 2, 5, 12, 347.06471250495554, 6, 3, 3, 4, 216.7172596576762, 5,-7, 3, 11, 6.577311453527827, 5, 12, 11, 3, 193.72950381216492, 4, 11, 3, 11, 238.70442191349161, 5, 3,-7, 4, 186.11376943007144, 4, 5, 2,-7, 167.99453119859822, 3, 2, 3, 3,-93.31399896885836, 2, 6, 11, 5, 186.57731145352784, 4, 5, 2, 4
20041125, 283.8880450297416,-7, 2, 11, 5, 24.854065831955392, 5, 4, 3, 2, 219.7505466895718, 5,-7, 4,-7, 6.418449727709437, 5, 12, 11,-7, 195.7407920679111, 4, 11, 4, 2, 241.10972173375404, 6, 12, 4, 4, 189.82109250418074, 4, 11, 6, 4, 168.51254099710894, 3, 2, 3, 1,-93.22662476271577, 2, 6, 11, 5, 186.41844972770943, 4, 5, 2, 12
20041129, 286.86934662634485,-7, 2,-7, 1, 73.15669819609248, 3, 11, 3, 4, 223.80013114661878, 5,-7, 11, 3, 6.206634093291495, 5, 12, 11,-7, 198.42914811708658, 4, 11, 2, 11, 242.8352741240152, 6, 12, 4, 3, 194.7740836306487, 4, 11, 12, 11, 169.1816834045882, 3, 2, 3, 6,-93.0856104163846, 2, 6, 11, 2, 186.20663409329148, 4, 5, 2, 3
20041202, 289.0991113817869,-7, 2,-3, 11, 108.76678836918707, 2,-3, 12, 1, 226.84093786992156, 5,-3,-3,-3, 6.047772367483148, 5, 12, 11, 6, 200.45042721469696, 4, 6, 6,-7,-242.57011529354332, 6, 12, 4,-3, 198.49550940955794, 4, 11, 2, 6, 169.66637724278223,-3, 2,-3,-7,-92.96204696767823, 2, 6, 11, 1, 186.04777236748316, 4, 5, 2,-7
20041206, 292.06637263115664,-7, 2, 4,-7, 158.05319156827545,-3, 1, 4, 4, 230.8997342788556, 5,-3, 4,-7, 5.835956733078135, 5, 12, 11, 11, 203.15219109834953, 4, 6,-7, 2,-239.68841831002607, 5,-3,-7, 11, 203.46530665930635, 4, 6,-7, 11, 170.28824859089053,-3, 2, 12,-7,-92.77458759521232, 2, 6, 11, 4, 185.83595673307815, 4, 5, 2, 11
20041209, 294.28899313814446,-7, 5, 11, 11, 198.8113465718459, 4, 11, 2,-3, 233.9468102696838, 5,-3, 5, 4, 5.677095007279764, 5, 12, 11, 11, 205.1835823160557, 4, 6,-3, 11,-235.9480055217225, 5,-3, 11, 2, 207.1979319256758, 4, 6, 4, 2, 170.7353242565845,-3, 2, 4, 4,-92.61778186891638, 2, 6, 11, 4, 185.67709500727977, 4, 5, 2, 5
20041213, 297.2505997519556,-7, 5, 6, 4, 258.586050447906, 6, 4, 11, 6, 238.01307394116003, 5,-3,-7,-7, 5.465279372887682, 5, 12, 5, 1, 207.89889122337428, 4, 6, 4, 6,-230.6469529472205, 5,-3, 4, 6, 212.1809232154219, 5, 6, 11,-7, 171.30411882850967,-3, 2, 4, 11,-92.38846768284014, 2, 6, 11,-3, 185.4652793728877, 4, 5, 1, 4
20041216, 299.4714723653616,-7, 5,-7, 11, 303.1182510477799,-7, 5, 4, 1, 241.065057744049, 6, 12, 4, 4, 5.306417647098385, 5, 12, 5, 12, 209.94047918597622, 4, 6, 2,-7,-227.85543388971254, 5,-3,-3, 11, 215.92223027833631, 5,-7,-3, 4, 171.7091816556714,-3, 2, 4, 6,-92.20235488876467, 2, 6, 11,-7, 185.30641764709839, 4, 5, 1,-7
20041220, 302.4335089723508,-7, 5, 12,-7, 356.9266363966531, 6, 3, 6, 12, 245.13691087056065, 6, 12, 5,-7, 5.094602012719513, 5, 12, 5,-7, 212.66942172316652, 5, 6, 11, 4, 226.62616851793967, 5,-7, 6, 11, 220.91530767426522, 5,-7, 1, 4, 172.2190071004065, 3, 2, 4,-7,-91.937074807339, 2, 6, 11,-7, 185.09460201271952, 4, 5, 1, 11
20041223, 304.65641420438106,-7, 5, 4, 3, 34.02778647926348, 4, 1,-7, 4, 248.1923530229077, 6, 12, 6, 3, 4.935740286939911, 5, 12, 5, 11, 214.7212547594148, 5,-7,-7, 2, 227.40989289584024, 5, 3, 3, 1, 224.66314664680857, 5,-7, 11, 2, 172.5776305213273, 3, 2, 4, 12,-91.72653574538745, 2, 6, 11, 6, 184.9357402869399, 4, 5, 1, 2
20041227, 307.6229459086775,-7, 11, 11, 3, 81.83722765486675, 3, 6,-7,-7, 252.26781706701664, 6, 12, 3, 2, 4.723924652573686, 5, 12, 2, 1, 217.46387117636968, 5,-7, 12, 4, 230.10235216048588, 5, 3, 4, 5, 229.66367461815523, 5, 3, 4, 4, 173.0226051727349, 3, 2, 1,-7,-91.43237981872983, 2, 6, 11, 11, 184.7239246525737, 4, 5, 4, 3
20041230, 309.8502453444902,-7, 11, 6, 1, 117.5167041032509, 2, 3, 6, 2, 255.32520551510342, 6, 4, 4, 3, 4.565062926804124, 5, 12, 2, 4, 219.52596124586225, 5,-7, 4, 6, 232.967365431388, 5, 3, 2, 3, 233.41623363265794, 5, 3, 5, 11, 173.33041740960348, 3, 2, 1, 4,-91.20313636465224, 2, 6, 5, 4, 184.56506292680413, 4, 5, 4, 3
20050103, 312.8069014805058,-7, 11, 3, 3, 166.67448131902088, 3, 2,-7, 4, 259.3855697025255, 6, 4, 11, 12, 4.336580625784158, 5, 12, 2, 3, 222.26557626232892, 5,-7, 5, 11, 237.49403954583778, 5, 3, 6, 2, 238.40533524078623, 5, 3,-7, 3, 173.6881393633876, 3, 5, 5,-7,-90.87154802554761, 2, 6, 5,-7, 184.33658062578417, 4, 5, 4,-7
20050106, 315.03972060714966,-7, 11, 12,-7, 206.95349831881202, 4, 6, 4, 1, 262.44335695795877, 6, 4,-7, 3, 4.177718900024573, 5, 12, 2,-7, 224.33789820754907, 5,-7, 11, 4, 241.26724764051613, 6, 12, 4, 2, 242.16110009910687, 6, 12, 4, 6, 173.94094162103278, 3, 5, 5, 4,-90.62999697169165, 2, 6, 5, 11, 184.17771890002456, 4, 5, 4,-7
20050110, 318.02060371889127,-7, 11, 1, 4, 266.6459295061618, 6, 4, 12, 3, 266.51988194250987, 6, 4, 12,-7, 3.9659032656842044, 5, 12, 2, 11, 227.1077861018592, 5, 3, 3, 4, 246.62571518411377, 6, 12, 11, 3, 247.17026432111405, 6, 12, 11, 4, 174.23933659969705, 3, 5, 11, 11,-90.30318049054284, 2, 6, 2, 12, 183.9659032656842, 4, 5, 4, 6
20050113, 320.2590155262209,-7, 6, 6,-7, 311.8965671069054,-7, 11,-7, 5, 269.57651323858727, 6, 1, 11, 6, 3.8070415399336923, 5, 12, 2, 5, 229.1902759664963, 5, 3, 12,-7, 250.82517450357173, 6, 12,-7, 5, 250.92797072395254, 6, 12,-7, 11, 174.43325774095612, 3, 5, 11, 6,-90.05617374323947, 3, 6, 2,-7, 183.8070415399337, 4, 5, 4, 6
20050117, 323.24695214274607,-7, 6,-7, 5, 6.234528621365953, 5, 12, 11,-7, 273.65046890947355,-7, 1,-7, 12, 3.59522590560654, 5, 12, 1, 4, 231.9736575767775, 5, 3, 1,-7, 256.61022899868567, 6, 4, 2, 6, 255.93898585675487, 6, 4, 1,-7, 174.65081162256553, 3, 5, 11, 6,-89.72677278981158, 3, 6, 2, 11, 183.59522590560653, 4, 5, 4, 11
20050120, 325.4901714743612,-7, 6, 3,-7, 43.11177076521409, 4, 2, 11, 12, 276.70441056409425,-7, 1, 3,-7, 3.4363641798657234, 5, 12, 1, 3, 234.0662097270914, 5, 3, 5, 2, 261.0685259203303, 6, 4, 6, 4, 259.69756832444523, 6, 4, 11, 4, 174.78250283949058, 3, 5, 11,-7,-89.48135953884939, 3, 6, 2, 2, 183.43636417986573, 4, 5, 4, 5
20050124, 328.4836480343572,-7, 6, 4, 3, 90.66098701016949, 2, 6, 5, 11, 280.77378025803506,-7, 2, 2, 3, 3.224548545551553, 5, 12, 1, 11, 236.8629143509535, 5, 3, 6, 3, 267.1596545522897, 6, 1, 1, 3, 264.7091205903493, 6, 4, 3, 1, 174.91521511287638, 3, 5, 11,-7,-89.15876528376637, 3, 6, 1,-7, 183.22454854555156, 4, 5, 4, 2
20050127, 330.73024175137215, 6, 6, 5, 6, 126.57995819712283, 1, 12, 11, 3, 283.823547439192,-7, 2, 11, 5, 3.0656868198207192, 5, 12, 1, 2, 238.9653771448467, 5, 3,-7, 4, 271.83696055442357,-7, 1, 6, 3, 268.4676624908977, 6, 1, 5, 5, 174.98208502522306, 3, 5, 11,-7,-88.92191755959004, 3, 6, 1, 11, 183.0656868198207, 4, 5, 4, 1
20050131, 333.7270292286812, 6,-7,-7, 3, 176.13833612820775, 3, 5, 6, 6, 287.8863974991441,-7, 2, 3, 3, 2.8538711855194805, 5, 12, 4, 3, 241.7751690081808, 6, 12, 4, 11, 278.2241361295224,-7, 1, 4, 1, 273.4786056230467,-7, 1,-7, 3, 175.0271406464451, 3, 5, 11, 3,-88.61523719713429, 3, 6, 4, 3, 182.8538711855195, 4, 5, 4, 4
20050203, 335.97514254806674,-6,-7, 3, 4, 216.10228533601085, 5,-7, 3, 4, 290.9305806203636,-7, 2, 4, 2, 2.6950094597980545, 5, 12, 4, 3, 243.88733877670964,-6, 12, 2, 11, 283.1344411986299,-7, 2, 11, 12, 277.2362944302846,-7, 1, 12, 2,-175.02762605163784, 3, 5, 11, 3,-88.3935828467478, 3,-6, 4, 3, 182.69500945979806, 4, 5, 4, 4
20050207, 338.97260741611035,-6,-7, 4, 11, 274.7834617458275,-7, 1,-7, 11, 294.98509431235857,-7, 5, 11,-7, 2.483193825509403, 5, 12, 4,-7, 246.70990777790377,-6, 12, 11, 3, 289.8535760833238,-7, 2, 12, 1, 282.2455952848478,-7, 2, 11,-6,-174.98377463728153, 3, 5, 11,-7,-88.11130038094169, 3,-6, 4,-7, 182.4831938255094, 4, 5, 12,-7
20050210, 341.2202027329731,-6,-7, 2, 11, 319.89984681529086,-7, 11, 5, 1, 298.02238335687895,-7, 5,-7,-7, 2.3243320997979637, 5, 12, 4,-7, 248.8315209166423,-6, 12,-6, 2, 295.0298832231251,-7, 5, 11, 3, 286.0016864143598,-7, 2,-7, 3,-174.91763451430333, 3, 5, 11,-7,-87.91088627549709, 3,-6, 4,-6, 182.32433209979797, 4, 5, 12, 11
20050214, 344.2156305256617,-6,-7, 11, 4, 14.757311798647898, 5, 4, 4,-6, 302.06689160904375,-7, 5, 12, 1, 2.1125164655222406, 5, 12, 4,-6, 251.66647073722606,-6, 12, 3, 3, 302.12098036349227,-7, 5, 12, 2, 291.00838370269605,-7, 2, 4, 2,-174.78558743871906, 3, 5, 11,-7,-87.66057664673525, 3,-6, 4, 11, 182.11251646552225, 4, 5, 12, 2
20050217, 346.4607321278533,-6,-7,-6, 11, 51.77364018496927, 4, 2, 4,-6, 305.096097786737,-7, 5, 1, 11, 1.9536547398208342, 5, 12, 4,-6, 253.79719374914993,-6, 4, 4, 1, 307.57797924176435,-7, 11, 11, 3, 294.76217515274783,-7, 5, 11,-7,-174.65419803550856, 3, 5, 11,-6,-87.48668019039363, 3,-6, 4, 11, 181.95365473982082, 4, 5, 12, 4
20050221, 349.4516536486232,-6, 3, 4, 4, 99.31357350189485, 2,-7, 4,-6, 309.1291060389964,-7, 11,-6,-7, 1.7418391055580393, 5, 12, 4, 11, 256.6440271540933,-6, 4, 2,-6, 315.01012494089315,-7, 11, 12,-7, 299.7653534038411,-7, 5,-7,-6,-174.4370067229774, 3, 5, 11,-6,-87.27479634523334, 3,-6, 4, 5, 181.74183910555803, 4, 5, 3,-7
20050224, 351.69259040408815,-6, 3, 1, 11, 135.60079099443595, 1, 4, 1, 2, 312.14918030995193,-7, 11,-7, 11, 1.5829773798657065, 5, 12, 4, 11, 258.78344453923256,-6, 4, 11,-7, 320.65204273590047,-7,-6,-6, 3, 303.5161721119535,-7, 5, 4, 11,-174.24362484451785, 3, 5, 11, 11,-87.13179623576404, 3,-6, 4, 2, 181.5829773798657, 4, 5, 3,-6
20050228, 354.67710004099604,-6, 3, 11,-6, 186.103752940782, 4, 5, 2,-7, 316.16939094822567,-7, 11, 4, 11, 1.371161745616181, 5, 12, 4, 2, 261.6415457668494,-6, 4,-6, 11, 328.12030256053987,-7,-6, 4,-7, 308.51495116888583,-7, 11, 11, 2,-173.9469897815895, 3, 5, 5, 4,-86.96353846914651, 3,-6, 4, 1, 181.37116174561618, 4, 5, 3,-6
20050303, 357.093346711742,-6, 3,-6, 4, 229.66519208920886, 5, 3, 4, 4, 319.42255513652105,-7, 11, 5,-6, 1.1994586971110124, 5, 12, 4, 1, 263.9628901292797,-6, 4,-7,-6, 333.93346083116955,-6,-7,-7, 3, 312.5649746895245,-7, 11, 3, 3,-173.67574405477677, 3, 5, 5,-7,-86.84673385246691, 3,-6, 4, 4, 181.19945869711103, 4, 5, 3, 11
20050307, 0.0701404232475511, 5, 12, 12, 4, 287.388784403764,-7, 2,-7, 11, 323.42838764586537,-7,-6,-7, 11, 0.9876430628748061, 5, 12, 4, 4, 266.83185312535807,-6, 1, 1, 11, 340.4183340902747,-6,-7, 1, 2, 317.5583172516289,-7, 11, 1, 5,-173.30592542934443, 3, 2, 1, 4,-86.72770104400357, 3,-6, 4, 4, 180.9876430628748, 4, 5, 3, 5
20050310, 2.2999112994128126, 5, 12, 4,-7, 331.4075519872779,-6,-6, 11, 11, 326.4272982024197,-7,-6, 12,-7, 0.8287813372025425, 5, 12, 4, 4, 268.98726012402426,-6, 1, 5, 12, 344.47037542251985,-6,-7, 11, 4, 321.30112767959935,-7,-6,-6, 2,-173.00513309092435, 3, 2, 1,-7,-86.65706370544324, 3,-6, 4, 4, 180.82878133720254, 4, 5, 3, 2
20050314, 5.269385112204837, 5, 12, 5, 3, 25.784924289149913, 5, 4, 3,-7, 330.4183691367307,-6,-6, 2, 4, 0.6169657029792646, 5, 12, 12,-7, 271.86578383067985,-7, 1,-6, 3, 348.35371400172085,-6, 3, 3,-7, 326.28841596745804,-7,-6, 12,-6,-172.57619013300277, 3, 2, 4, 12,-86.58824322597809, 3,-6, 4, 4, 180.61696570297926, 4, 5, 3, 4
20050317, 7.494101056527427, 5, 12, 11, 5, 62.83042483378311, 3, 5, 4, 4, 333.40595568285795,-6,-7,-7,-7, 0.4581039773163589, 5, 12, 12,-6, 274.02796400634816,-7, 1,-7, 4, 349.9073581456478,-6, 3, 4, 2, 330.02641097484315,-7,-6, 2,-7,-172.2360750562398, 3, 2, 4, 3,-86.55589491986383, 3,-6, 4, 4, 180.45810397731637, 4, 5, 3, 4
20050321, 10.457817491264116, 5, 12,-7, 1, 110.48007910289309, 2,-3, 4,-6, 337.38165318187794,-6,-7, 12, 4, 0.24628834310606607, 5, 12, 12, 2, 276.914935528633,-7, 1,-3,-7,-350.0546006608776,-6,-3, 4, 5, 335.0069354546248,-6,-7,-7, 11,-171.76201289140326,-3, 2, 4,-6,-86.53866751738175,-3,-6, 12,-3, 180.24628834310607,-3, 5,-3,-3
20050324, 12.679248322736683, 5, 12,-3, 11, 147.25561296792952, 1, 1, 1, 4, 340.3575462845193,-6, 7, 1, 1, 0.08742661745285929, 5, 12, 12, 4, 279.0829753078158, 7, 1, 4,-6,-348.843635783374,-6,-3, 12, 5, 338.7396180261762,-6, 7, 4, 2,-171.39391189346924,-3, 2, 4, 11, 86.54522777248356,-3,-6, 12,-3, 180.08742661745285,-3, 5,-3,-3
20050328, 15.640427547524723, 5, 4, 1, 2, 199.27099681113845, 4, 11, 5, 11, 344.3174973136348,-6, 7, 11, 4, 359.87561098325517,-6,-3, 7,-6, 281.977063518074, 7, 2, 11, 11,-345.99071430635394,-6, 7,-6, 4, 343.7127689652138,-6, 7, 11, 7,-170.8907930193252,-3, 2, 4, 1, 86.57990039675539,-3,-6, 4, 4, 179.87561098325517,-3, 5, 7,-6
20050331, 17.861677067283566, 5, 4, 5, 12, 240.46934096148885,-6, 12, 12,-6, 347.2815066572879,-6,-3,-3, 4, 359.71674925761226,-6,-3, 7, 11, 284.149874250038, 7, 2,-6, 7,-343.46821308616956,-6, 7, 11, 7, 347.4397253296431,-6,-3,-3, 1,-170.5073321098606,-3, 2, 4, 4, 86.62523608221368,-3,-6, 4, 4, 179.71674925761226,-3, 5, 7, 11
20050404, 20.82544111061995, 5, 4,-6,-3, 297.3910669204548, 7, 5,-6, 2, 351.22557593568854,-6,-3, 4,-3, 359.5049336234275,-6,-3, 7, 11, 287.0494988210804, 7, 2, 7, 2,-340.4363867791708,-6, 7, 1, 5, 352.4050138521951,-6,-3, 2, 11,-169.9925481277092,-3, 2, 12, 11, 86.71118634755776,-3,-6, 4, 4, 179.5049336234275,-3, 5, 7, 11
20050407, 23.051135374976084, 5, 4, 7, 1, 340.0208506974544,-6, 7, 4,-3, 354.1776880303965,-6,-3, 11, 11, 359.34607189779393,-6,-3, 7, 5, 289.22579277230676, 7, 2,-3,-6,-338.8390644144984,-6, 7, 4, 5, 356.1259270047539,-6,-3,-6,-6,-169.60703006883793,-3, 2,-3, 7, 86.79452444639722,-3,-6, 4, 4, 179.34607189779396,-3, 5, 7, 5
20050411, 26.024772071499363, 5, 4, 12, 4, 33.595933569987906, 4, 1, 7,-3, 358.10597311236387,-6,-3, 7, 7, 359.1342562636221,-6,-3, 7, 2, 292.1290911865301, 7, 2, 4, 7,-337.9168142599678,-6, 7, 12, 7, 1.0829990746349651, 5, 12, 4, 4,-169.09842054470326,-3, 2,-3, 11, 86.93035347452555,-3,-6, 4, 1, 179.13425626362212,-3, 5, 7, 2
20050414, 28.261271767929074, 5, 1, 2, 4, 70.69400392728485, 3, 11, 7, 7, 1.04634629490086, 5, 12, 4, 4, 358.975394537998,-6, 3, 7, 4, 294.3073560923973, 7, 5, 11, 11, 338.15774360348263,-6, 7, 4, 4, 4.797655628177203, 5, 12, 5, 5,-168.72413439834654, 3, 2, 3, 5, 87.05039553724848, 3,-6, 4, 2, 178.97539453799794, 3, 5, 7, 4
20050418, 31.254544937430772, 4, 1,-6,-6, 118.41829403071225, 2, 3, 7, 3, 4.959169290672834, 5, 12, 5,-6, 358.7635789038394,-6, 3, 7, 4, 297.21214880407064, 7, 5,-6, 4, 339.6179283587887,-6, 7, 4, 7, 9.746295619655276, 5, 12, 7, 3,-168.2390566790146, 3, 2, 3, 4, 87.2340777849806, 3,-6, 4, 5, 178.76357890383935, 3, 5, 7, 4
20050421, 33.510204181381745, 4, 1, 7, 3, 155.43249552409722, 3, 1, 3, 12, 7.888126396335455, 5, 12,-6, 7, 358.604717178225,-6, 3, 7, 12, 299.39062107042787, 7, 5, 7, 5, 341.4609177941276,-6, 7, 2,-6, 13.454583944909682, 5, 4, 4, 4,-167.888593785651, 3, 2, 3, 3, 87.38910878850027, 3,-6, 4, 11, 178.604717178225, 3, 5, 7, 12
20050425, 36.53574313620535, 4, 1, 3,-6, 208.78405563705456, 4,-6, 1, 1, 11.786022844056758, 5, 12, 3, 12, 358.3929015440796,-6, 3, 7, 3, 302.29437487053656, 7, 5, 12, 11, 344.76221096354465,-6, 7, 11, 2, 18.394705770040193, 5, 4, 11, 11,-167.44305844600302, 3, 2, 7, 11, 87.61813083694832, 3,-6, 4, 11, 178.39290154407968, 3, 5, 7, 3
20050428, 38.821242092163104, 4, 1, 4, 11, 251.23972711347798,-6, 12, 7,-6, 14.704041933764886, 5, 4, 4,-6, 358.2340398184749,-6, 3, 7, 3, 304.47101139143643, 7, 5, 4, 3, 347.78310648353016,-6, 3, 3, 11, 22.09660444855329, 5, 4, 7, 7,-167.12771769790942, 3, 2, 7, 5, 87.8061176360288, 3,-6, 4,-6, 178.2340398184749, 3, 5, 7, 3
20050502, 41.8950505773926, 4, 2, 11, 11, 308.11977737835235, 7, 11, 11, 4, 18.58774733048968, 5, 4, 11,-6, 358.0222241843422,-6, 3, 7, 7, 307.3708008117096, 7, 11, 11, 7, 352.43811893904405,-6, 3, 2, 11, 27.028229693630852, 5, 1, 1, 7,-166.73568942940256, 3, 2, 7, 4, 88.07760101164274, 3,-6, 4, 7, 178.02222418434218, 3, 5, 7, 7
