2014-12-29	1	4	27	42	44	47	18
2014-12-25	1	5	15	24	25	42	46
2014-12-22	5	10	19	32	38	44	12
2014-12-18	9	11	13	21	27	30	42
2014-12-15	5	12	16	22	26	46	23
2014-12-11	19	26	33	37	38	40	12
2014-12-08	17	21	28	29	39	47	46
2014-12-04	10	17	24	31	37	40	35
2014-12-01	1	6	7	23	30	45	16
2014-11-27	5	9	18	28	44	49	24
2014-11-24	4	6	14	20	36	43	35
2014-11-20	2	3	5	19	25	36	16
2014-11-17	2	10	11	15	40	46	8
2014-11-13	9	15	17	23	27	49	3
2014-11-10	2	16	19	29	33	42	34
2014-11-06	2	22	24	38	46	47	9
2014-11-03	31	32	38	39	40	47	7
2014-10-30	12	19	26	42	45	46	23
2014-10-27	5	20	27	38	42	44	41
2014-10-23	5	22	25	28	33	34	32
2014-10-20	8	11	17	21	41	49	35
2014-10-16	4	9	31	34	40	44	35
2014-10-13	19	28	31	43	45	48	41
2014-10-09	11	12	25	28	34	47	15
2014-10-06	5	12	13	25	33	34	45
2014-10-02	1	6	26	40	41	45	10
2014-09-29	8	13	21	22	28	37	12
2014-09-25	12	15	21	26	29	36	7
2014-09-22	9	17	18	27	29	36	31
2014-09-18	2	6	10	20	21	23	42
2014-09-15	5	6	14	22	30	39	18
2014-09-11	2	13	18	19	33	36	23
2014-09-08	3	14	22	30	37	42	41
2014-09-04	15	16	17	27	31	42	30
2014-09-01	4	9	32	37	40	44	10
2014-08-28	13	19	20	24	39	43	17
2014-08-25	10	11	14	20	40	42	8
2014-08-21	3	4	16	18	19	42	13
2014-08-18	16	18	19	21	37	39	32
2014-08-14	15	16	19	32	34	44	41
2014-08-11	1	7	9	24	25	31	28
2014-08-07	3	4	8	17	19	33	9
2014-08-04	3	7	18	30	37	44	17
2014-08-01	3	17	37	40	41	42	15
2014-07-28	11	12	16	22	23	27	10
2014-07-24	1	5	16	34	38	45	13
2014-07-21	21	22	25	32	33	36	40
2014-07-17	6	11	20	28	35	38	34
2014-07-14	2	3	6	19	23	24	31
2014-07-10	5	11	16	32	37	43	15
2014-07-07	9	21	29	38	44	45	10
2014-07-03	8	24	26	28	40	43	29
2014-06-30	2	9	11	12	22	37	26
2014-06-26	17	25	29	34	39	44	38
2014-06-23	4	29	30	35	37	38	10
2014-06-19	4	7	11	27	39	43	37
2014-06-16	1	19	22	31	34	44	43
2014-06-12	8	13	29	31	39	40	21
2014-06-09	10	12	14	26	33	40	6
2014-06-05	11	13	18	19	20	36	15
2014-06-02	9	19	23	35	39	45	41
2014-05-29	17	19	38	40	41	42	28
2014-05-26	8	10	14	17	34	37	32
2014-05-23	1	7	13	24	28	38	32
2014-05-19	5	8	18	31	32	42	34
2014-05-15	5	8	21	26	27	43	15
2014-05-12	2	3	9	23	28	43	41
2014-05-08	1	11	18	32	34	41	45
2014-05-05	4	7	15	27	37	42	3
2014-05-01	6	10	11	13	29	45	23
2014-04-28	4	6	13	17	32	35	11
2014-04-24	5	8	20	27	39	40	42
2014-04-21	3	7	10	21	32	38	22
2014-04-17	8	11	16	21	33	40	5
2014-04-14	15	18	21	27	32	45	11
2014-04-10	14	18	19	34	35	36	17
2014-04-07	5	12	20	25	26	39	1
2014-04-03	10	11	17	19	27	37	24
2014-03-31	5	10	11	23	41	43	24
2014-03-27	5	8	9	15	16	21	26
2014-03-24	1	4	10	16	36	42	44
2014-03-20	3	7	11	21	25	33	39
2014-03-17	1	8	14	28	32	38	5
2014-03-13	3	7	20	36	39	45	6
2014-03-10	13	15	21	29	31	33	5
2014-03-06	4	7	8	24	29	42	26
2014-03-03	2	4	18	29	30	44	21
2014-02-27	13	33	37	40	41	44	10
2014-02-24	5	13	15	16	21	28	34
2014-02-20	14	15	20	23	33	44	34
2014-02-17	1	4	5	12	30	45	9
2014-02-14	4	6	12	20	29	35	31
2014-02-10	4	10	15	17	22	31	11
2014-02-06	5	14	22	27	40	43	4
2014-02-03	6	14	22	31	36	44	32
2014-01-30	5	12	20	32	37	38	26
2014-01-27	6	24	27	29	40	43	4
2014-01-24	2	8	11	16	36	43	19
2014-01-20	1	12	27	32	33	36	26
2014-01-16	26	27	34	39	41	45	28
2014-01-13	3	25	33	36	42	45	10
2014-01-09	4	7	8	33	36	43	9
2014-01-06	10	17	27	28	42	45	23
2014-01-03	10	11	31	37	39	43	22
2013-12-30	14	17	27	28	32	36	41
2013-12-26	2	18	20	38	43	44	28
2013-12-23	3	5	9	23	25	31	14
2013-12-19	8	11	15	27	32	43	6
2013-12-16	14	17	25	27	28	40	9
2013-12-12	3	5	23	31	34	39	17
2013-12-09	2	8	15	22	23	25	16
2013-12-05	15	20	23	40	42	44	22
2013-12-02	1	13	16	22	27	33	38
2013-11-28	15	20	21	28	35	43	39
2013-11-25	4	17	24	28	41	42	43
2013-11-21	8	9	12	18	22	32	6
2013-11-18	5	7	13	19	22	45	18
2013-11-14	1	5	9	28	30	39	16
2013-11-11	8	13	16	26	29	42	40
2013-11-07	4	16	18	24	28	29	45
2013-11-04	15	21	24	34	37	44	29
2013-10-31	2	6	10	27	31	34	20
2013-10-28	1	11	22	28	31	32	8
2013-10-24	1	16	31	38	39	45	8
2013-10-21	2	7	11	19	42	45	3
2013-10-17	12	16	28	30	31	42	36
2013-10-14	1	6	11	23	37	44	19
2013-10-10	12	13	17	25	34	44	29
2013-10-07	8	22	32	36	39	44	4
2013-10-03	2	19	21	24	25	41	29
2013-09-30	4	12	25	26	36	40	39
2013-09-26	6	14	15	27	31	32	16
2013-09-23	1	16	18	21	36	41	7
2013-09-19	3	7	9	14	19	35	20
2013-09-16	1	11	13	15	21	22	33
2013-09-12	2	5	9	17	31	44	4
2013-09-09	6	8	23	28	41	44	24
2013-09-05	8	19	20	27	41	45	21
2013-09-02	7	21	29	31	41	45	9
2013-08-29	7	8	13	14	28	44	16
2013-08-26	4	7	11	22	29	38	6
2013-08-22	15	16	30	34	38	42	1
2013-08-19	14	19	26	30	41	45	38
2013-08-15	6	7	19	26	31	33	35
2013-08-12	10	12	14	28	36	40	34
2013-08-08	18	25	27	33	42	43	23
2013-08-05	1	11	24	31	32	36	38
2013-08-02	9	26	33	36	38	42	1
2013-07-29	9	12	22	23	31	37	17
2013-07-25	1	11	25	39	41	44	2
2013-07-22	15	19	23	31	40	45	34
2013-07-18	6	25	28	43	44	45	42
2013-07-15	10	11	19	22	34	45	31
2013-07-11	9	10	14	15	18	42	31
2013-07-08	9	14	18	20	32	34	45
2013-07-04	7	23	27	35	41	43	29
2013-07-01	2	12	15	28	35	38	41
2013-06-27	12	19	21	22	26	29	39
2013-06-24	15	17	32	36	37	42	44
2013-06-20	4	5	11	26	37	45	39
2013-06-17	5	16	30	32	33	41	14
2013-06-13	7	11	25	36	37	38	35
2013-06-10	11	13	23	29	31	38	21
2013-06-06	11	14	16	30	32	34	19
2013-06-03	2	16	18	19	25	38	23
2013-05-30	4	9	26	27	37	44	12
2013-05-27	9	13	18	19	23	28	1
2013-05-23	7	13	17	19	20	26	5
2013-05-20	1	7	10	23	25	35	18
2013-05-17	8	14	22	30	34	41	1
2013-05-13	1	5	7	24	27	45	3
2013-05-09	2	12	22	24	31	34	10
2013-05-06	4	9	14	19	22	34	35
2013-05-02	1	12	20	22	31	43	27
2013-04-29	4	15	17	19	22	23	26
2013-04-25	3	12	17	27	28	43	45
2013-04-22	6	11	22	31	36	41	5
2013-04-18	1	11	13	24	26	44	5
2013-04-15	10	26	27	32	38	42	11
2013-04-11	2	3	15	27	41	45	17
2013-04-08	12	20	28	31	32	40	27
2013-04-04	16	19	22	27	36	39	12
2013-04-01	8	10	15	21	28	40	26
2013-03-28	24	30	33	35	37	38	17
2013-03-25	22	23	38	41	44	45	39
2013-03-21	3	31	35	36	38	45	29
2013-03-18	2	6	8	23	27	39	4
2013-03-14	8	9	13	16	22	43	24
2013-03-11	2	3	14	15	33	40	45
2013-03-07	16	20	22	25	26	27	18
2013-03-04	1	11	14	20	23	36	27
2013-02-28	1	10	15	34	38	41	25
2013-02-25	5	6	10	21	26	37	1
2013-02-22	16	18	23	25	29	34	26
2013-02-18	4	8	14	24	31	35	45
2013-02-14	6	25	28	31	38	44	23
2013-02-11	1	4	15	18	33	42	38
2013-02-08	8	10	11	25	27	43	2
2013-02-04	7	9	16	24	39	40	18
2013-01-31	3	5	36	37	42	43	17
2013-01-28	22	23	27	29	32	38	16
2013-01-24	11	20	24	38	39	44	17
2013-01-21	3	4	6	29	33	35	41
2013-01-17	7	10	24	26	27	31	20
2013-01-14	13	23	30	36	40	43	41
2013-01-10	4	21	26	38	41	43	16
2013-01-07	11	12	16	22	26	38	31
2013-01-03	19	30	35	42	44	45	1
2012-12-31	4	14	25	34	42	45	17
2012-12-27	17	20	22	30	36	37	16
2012-12-24	7	10	11	12	16	42	8
2012-12-20	18	22	25	26	42	44	5
2012-12-17	9	20	24	26	40	44	22
2012-12-13	8	12	15	26	33	42	2
2012-12-10	15	19	24	29	31	42	3
2012-12-06	3	6	10	13	23	27	17
2012-12-03	14	22	27	31	33	34	1
2012-11-29	4	7	9	10	23	30	42
2012-11-26	2	12	17	29	34	39	23
2012-11-22	1	3	13	22	24	42	41
2012-11-19	11	15	22	30	32	33	19
2012-11-15	13	20	21	30	40	42	29
2012-11-12	9	14	18	19	25	33	32
2012-11-08	3	7	19	38	41	43	12
2012-11-05	4	9	13	17	20	29	40
2012-11-01	10	13	15	27	34	41	31
2012-10-29	14	15	21	24	25	36	42
