T,L,S,M,R,A,E,V,J,U,Ph,il,age,dist,adia,sundist,sunadia
20181022,257.3010469103559,343.8013276923907,185.4159367969303,97.2446370836737,292.1587496953421,205.0034256185011,191.3110986323125,212.43311157821702,250.21136124194726,0.4245684666804866,0.9448861494578178,12.537756756039736,396042.319500154,0.5028709011485389,148841137.1654069,0.5357924119551454
20181025,259.7607728020867,23.46520622314306,188.4041967792171,97.08577536489621,293.76673826538223,209.1214656503434,189.5182176875099,213.06461654328626,250.42885854090923,0.525000499100295,0.9938439250106206,15.503573795725524,382413.63163338974,0.5207925179061814,148718308.33512744,0.5362349314806147
20181029,262.9845150924316,78.99992413809989,192.3961462545161,96.87395973986531,295.971063610991,214.36842880308205,187.0965039919061,213.91662065229968,250.7360660510027,0.6676931161764919,0.7472021598746413,19.717370778275438,366388.49858081277,0.5435709878214764,148558071.35986963,0.5368133225613652
20181101,265.3658075304598,121.23930337597525,195.39569868979163,96.71509802109689,297.6657369567808,218.06620665543147,185.398815496002,214.5623501392344,250.97884562007675,0.7768871425085107,0.41593276136278784,22.941934656199372,363553.2086386189,0.5478102059552121,148440975.242669,0.5372367821595709
20181105,268.49928588634316,177.24214648184784,199.40236071967638,96.50328239607927,299.9753700238114,222.5467181226167,183.47708062443135,215.43116419159387,251.31823896318465,0.92183838885305,0.059093598277017434,27.222430290653318,374666.25696121925,0.5315615014687974,148289574.46640354,0.5377852904828969
20181108,270.8225537277957,217.4727643015616,202.41264747862098,96.34442067732056,301.7419004303103,225.4240054626787,182.38551441185425,216.08788951036405,251.5839793536121,0.026145772909351057,0.006731715989844844,0.772100065506733,388794.6547289749,0.512245103366535,148179980.66857946,0.5381830360631841
20181112,273.8901636512511,267.06001848560857,206.43316104336748,96.13260505231551,304.13863241915226,228.28340415155222,181.47773603181992,216.96922083984813,251.95236893197796,0.15425463840575604,0.21702468967191657,4.555230278742513,403215.81342358317,0.493924472874733,148039716.4203792,0.5386929521909155
20181115,276.1717936172251,302.5295208706958,209.45345016960786,95.97374333356711,305.9644497516457,229.36621641261044,181.22822527361276,217.63372760977853,252.23861439374613,0.24481061738220483,0.48369996225764383,7.22940164641075,405143.6805863147,0.4915741442931625,147939298.76638058,0.5390586040693256
20181119,279.1930974804579,351.75898306126516,213.48672715280668,95.761927708575,308.4328504983192,228.8064953205057,181.4619900345044,218.52329120560893,252.63265077307693,0.36859613145635295,0.83904524837095,10.88486074707677,394461.58615382935,0.5048860651854037,147812324.01119682,0.5395216698842992
20181122,281.4462008143366,32.22015454844,216.5161207365023,95.60306598983595,310.3073033877007,226.5992070234182,182.0387930584573,219.1923622138298,252.9368388856447,0.47055519260199313,0.9914674648225585,13.89577184396764,380326.4499321056,0.5236505589751986,147722631.2678275,0.5398492512322877
20181126,284.43679626751435,89.47916180566513,220.56085885516435,95.39125036485677,312.8342949741076,221.69662154705009,183.29533607883386,220.0858579226899,253.35304635430006,0.617990598452727,0.8687765045519549,18.249626171014526,365242.57826298475,0.545276399720847,147610913.27842247,0.5402578312728143
20181129,286.67177443516255,132.19013825377112,223.59830456264945,95.23238864612715,314.74835190420976,217.71442376120524,184.56709382824187,220.75625616316927,253.67253090927437,0.7290077657064508,0.5657579948465067,21.52802847360301,364098.60991376697,0.5469896140146445,147533341.1144526,0.540541895666374
20181203,289.64394890928105,186.98827523452113,227.65300517151806,95.02057302116123,317.3228389386259,214.06324270575317,186.6489644949365,221.6493463783263,254.10733520223096,0.8707467807322651,0.1560200017707657,25.71366502623867,376889.37447549315,0.5284260358285852,147438625.28746495,0.540889144377963
20181206,291.8689191337311,226.048624928186,230.6973113977044,94.86171130244131,319.2688324483423,213.24596583157418,188.466088485041,222.3177986191031,254.4394050868773,0.9715939533719696,0.007942699822538424,28.691741401002737,390915.3409613091,0.5094662123268059,147374390.2180598,0.5411248980369141
20181210,294.8321432179253,275.03125901653533,234.76030202986306,94.64989567748826,321.88138870267056,214.5082442410145,191.18479419068547,223.20608686748406,254.88915627971159,0.09782773802370584,0.09151804474636571,2.8889106930728534,403974.59699828475,0.4929967368736446,147298167.03870055,0.5414049168653086
20181213,297.053261330651,310.4460803983551,237.81015649708183,94.49103395877837,323.8528001632808,216.7579690849314,193.4184671647615,223.86926802651084,255.2310511093433,0.18829645206537357,0.31097233481665365,5.560505075845883,404771.98687584983,0.4920255466223384,147248283.10361257,0.5415883309409092
20181217,300.0145675707658,359.52645676225785,241.87961780683045,94.27921833383826,326.49540631143947,220.87407500914154,196.62123666288377,224.748278808082,255.69204265960988,0.3115916456184803,0.688702158089043,9.201484722883666,392957.8661629804,0.5068180974328647,147191759.2387995,0.5417963090625156
20181220,302.2362803690232,40.18949508227644,244.93360928539522,94.12035661513772,328.4866865135339,224.49978895159614,199.17101657281523,225.402797400871,256.0409658709393,0.41367522548219615,0.9282375483403045,12.21607293082099,378543.3445522966,0.5261171830548083,147157018.12605646,0.541924217380424
20181224,305.20056677730315,98.93148057397175,249.0076058625539,93.90854099021026,331.15251210783157,229.77429928037347,202.74141130751661,226.2679576459415,256.50945072273345,0.5646896901981058,0.9592636067647942,16.67561897307689,364442.8979396426,0.5464728746970497,147121092.550779,0.5420565501338628
20181227,307.4258207002973,142.70409310521205,252.06424854359864,93.74967927151975,333.15893240122415,233.9465596102511,205.53178764355704,226.91034260325023,256.8625807877101,0.6788246683975255,0.7162248056901996,20.04609206828472,364866.6117237913,0.5458382644525591,147102047.80232766,0.542126728155161
20181231,310.3961113115613,197.1125573723789,256.1407628839849,93.53786364660522,335.8421551966557,239.70065325441067,209.38286159494803,227.7569651977149,257.3347853817169,0.8198374531163104,0.2875725206173062,24.210282612436547,379229.0262856589,0.5251659137240768,147087293.7389233,0.5421811079177978
